,...1,Species,Colony,Site,Temp,File,DATE,TIME,PAR,Depth(m),T(C),Battery_V,Dark_Fo,Fm,Fv,fv_fm,Sigma,p,Alp1,Tau1,Alp2,Tau2,Alp3,Tau3,Alp4,Tau4,TauAv1,TauAv2,GAIN,Light_Fo,Fm.1,Fv.1,Fv_Fm.1,Sigma.1,p.1,Alp1.1,Tau1.1,Alp2.1,Tau2.1,Alp3.1,Tau3.1,Alp4.1,Tau4.1,TauAv1.1,TauAv2.1,Pmax.e.s
1,3,Pocillopora,7,Samara,24,20260212,02/12/2026,48305,345.9,-0.3,28.7,15.96,143.5,262.2,118.7,0.453,259.5,0.31,0.6,521,0.22,3500,0.17,112299,--------,-------,1324,20707,400,256.2,281,24.8,0.088,166.2,0.23,0.176,509,0.017,19269,0.807,19315,--------,-------,15943,15998,62.7
2,4,Pocillopora,6,Samara,24,20260212,02/12/2026,48335,718.7,-0.3,28.6,15.94,95.5,167.6,72.1,0.43,242.5,0.3,0.46,380,0.35,2362,0.19,117013,--------,-------,1228,23404,700,237.9,253.4,15.6,0.061,169.2,0.28,0.781,30,0.207,15580,0.012,48394,--------,-------,3288,3829,304.1
3,5,Pocillopora,5,Samara,24,20260212.01,02/12/2026,48376,446.4,-0.3,28.6,15.94,112.3,198.9,86.7,0.436,214.4,0.36,0.52,439,0.28,2918,0.2,139936,--------,-------,1320,29051,600,202.6,219.8,17.2,0.078,152.3,0.06,0.16,657,0.015,16844,0.825,16903,--------,-------,14264,14302,70.1
4,6,Pocillopora,4,Samara,24,20260212.01,02/12/2026,48444,479,-0.3,28.5,15.91,107.6,190.4,82.8,0.435,216.9,0.36,0.51,437,0.29,3121,0.2,156111,--------,-------,1411,32148,600,172.2,184.2,12,0.065,141.7,0.21,0.129,526,0.86,21302,0.011,29204,--------,-------,18596,18712,53.8
5,7,Pocillopora,3,Samara,24,20260212.01,02/12/2026,48471,409.3,-0.2,28.4,15.89,200.1,348.8,148.7,0.426,239.9,0.29,0.49,427,0.31,2937,0.2,134388,--------,-------,1410,27787,300,358.7,386.9,28.2,0.073,158.9,0.03,0.146,717,0.839,17428,0.015,17463,--------,-------,14956,14994,66.9
6,8,Pocillopora,2,Samara,24,20260212.01,02/12/2026,48502,485.6,-0.3,28.4,15.89,116.9,198.2,81.3,0.41,257.9,0.23,0.51,397,0.3,2756,0.19,136213,--------,-------,1267,26242,600,203.4,216,12.6,0.059,169.8,0,0.087,779,0.883,17350,0.029,31846,--------,-------,15859,16328,63.1
7,9,Pocillopora,1,Samara,24,20260212.01,02/12/2026,48531,428.4,-0.3,28.4,15.89,166.6,232.8,66.2,0.284,277.8,0.2,0.5,549,0.24,3915,0.27,252431,--------,-------,1638,68381,400,234.5,245.2,10.6,0.043,167.8,0,0.192,239,0.793,16854,0.016,48640,--------,-------,13616,14161,73.4
8,10,Porites,12,Samara,24,20260212.01,02/12/2026,48567,475.2,-0.3,28.4,15.88,285.1,471.8,186.7,0.396,299.6,0.19,0.5,434,0.3,2422,0.2,109473,--------,-------,1173,22823,0,483.4,512.5,29.1,0.057,172.8,0,0.075,676,0.896,17152,0.029,39463,--------,-------,15876,16558,63
9,11,Porites,11,Samara,24,20260212.01,02/12/2026,48590,406,-0.3,28.4,15.86,232.3,393,160.7,0.409,244.8,0.23,0.47,405,0.33,2398,0.19,112094,--------,-------,1223,22801,300,371.5,397.1,25.5,0.064,155.4,0.25,0.125,604,0.865,19137,0.01,25166,--------,-------,16791,16875,59.6
10,12,Porites,14,Samara,24,20260212.01,02/12/2026,48616,566.5,-0.3,28.4,15.86,29.6,48.9,19.3,0.394,265.3,0.18,0.53,379,0.25,2288,0.22,105878,--------,-------,989,23685,1200,43.6,47.8,4.2,0.088,151.7,0,0.763,40,0.217,17390,0.02,47854,--------,-------,3888,4747,257.2
11,13,Porites,13,Samara,24,20260212.01,02/12/2026,48645,398,-0.3,28.4,15.86,266.5,441.8,175.3,0.397,293,0.19,0.53,423,0.29,2881,0.19,141222,--------,-------,1288,27495,200,424.3,459.5,35.2,0.077,165.3,0,0.218,549,0.026,18435,0.755,18440,--------,-------,14427,14533,69.3
12,14,Porites,15,Samara,24,20260212.01,02/12/2026,48665,779.8,-0.3,28.4,15.84,66.2,103.2,37,0.358,204.4,0.33,0.51,475,0.21,2690,0.28,168386,--------,-------,1112,48008,900,115.4,126.2,10.8,0.086,188.9,0.24,0.824,29,0.159,19409,0.017,34822,--------,-------,3163,3690,316.1
13,15,Porites,16,Samara,24,20260212.02,02/12/2026,48685,545.8,-0.3,28.4,15.83,186.5,315.2,128.7,0.408,267.2,0.25,0.55,468,0.24,3058,0.2,180101,--------,-------,1262,37627,400,327.4,347.3,20,0.057,163.1,0,0.111,533,0.856,18830,0.034,35105,--------,-------,16729,17345,59.8
14,16,Porites,17,Samara,24,20260212.02,02/12/2026,48709,494.9,-0.3,28.3,15.83,158.4,263.9,105.5,0.4,227.6,0.3,0.51,453,0.25,2824,0.23,121510,--------,-------,1240,29405,400,264.2,283.7,19.5,0.069,150.6,0.04,0.175,512,0.811,19228,0.014,19368,--------,-------,15905,15954,62.9
15,17,Pocillopora,7,Samara,26,20260212.02,02/12/2026,54578,533.7,-0.3,25.2,15.87,104.1,175.5,71.4,0.407,214.5,0.37,0.61,533,0.2,4639,0.19,195598,--------,-------,1547,39371,600,182.1,194.9,12.9,0.066,153,0.24,0.166,738,0.822,16247,0.012,16262,--------,-------,13640,13670,73.3
16,18,Pocillopora,1,Samara,26,20260212.02,02/12/2026,54613,409.8,-0.3,25.2,15.83,140.9,226.9,86,0.379,249.8,0.26,0.53,418,0.28,2443,0.2,174503,--------,-------,1113,35082,500,220.3,238.3,18,0.075,178.4,0,0.215,610,0.768,15587,0.017,18418,--------,-------,12316,12422,81.2
17,19,Pocillopora,6,Samara,26,20260212.02,02/12/2026,54642,415.2,-0.2,25.2,15.84,164.2,295.5,131.2,0.444,234.5,0.34,0.57,440,0.24,3307,0.19,117066,--------,-------,1278,23122,500,297.5,322.5,25,0.077,153,0.18,0.157,678,0.016,17646,0.827,17686,--------,-------,14978,15021,66.8
18,20,Pocillopora,4,Samara,26,20260212.02,02/12/2026,54669,728.5,-0.3,25.2,15.81,73.2,122.9,49.7,0.405,191.4,0.43,0.46,355,0.32,2205,0.23,128360,--------,-------,1111,30210,800,138.3,145.5,7.2,0.05,163.3,0,0.09,607,0.886,16729,0.024,25034,--------,-------,15240,15473,65.6
19,21,Pocillopora,3,Samara,26,20260212.02,02/12/2026,54694,509.9,-0.3,25.2,15.8,128,218,90,0.413,240.3,0.31,0.51,476,0.29,3536,0.2,213765,--------,-------,1592,43642,600,235.8,250.9,15.1,0.06,154,0.17,0.12,719,0.867,16477,0.013,16548,--------,-------,14564,14590,68.7
20,22,Pocillopora,2,Samara,26,20260212.02,02/12/2026,54717,522.8,-0.3,25.2,15.79,34,56.7,22.7,0.401,216.1,0.34,0.5,420,0.29,2600,0.21,147843,--------,-------,1215,31392,1200,55.7,60.8,5.1,0.084,147.7,0.36,0.183,666,0.015,20473,0.802,20616,--------,-------,16916,16971,59.1
21,23,Pocillopora,5,Samara,26,20260212.02,02/12/2026,54741,522.5,-0.3,25.2,15.78,102.3,167.6,65.3,0.39,208.9,0.33,0.51,456,0.26,2772,0.22,201152,--------,-------,1243,45511,700,182.9,196,13.1,0.067,153,0.19,0.159,500,0.832,15494,0.009,16424,--------,-------,13094,13124,76.4
22,24,Porites,13,Samara,26,20260212.02,02/12/2026,54771,443.3,-0.3,25.3,15.78,295.5,493.5,198,0.401,296.9,0.19,0.55,403,0.25,2475,0.2,146355,--------,-------,1056,29405,0,483,523.9,40.9,0.078,171.7,0.09,0.19,534,0.013,16634,0.796,16674,--------,-------,13559,13600,73.8
23,25,Porites,16,Samara,26,20260212.03,02/12/2026,54788,493.4,-0.3,25.3,15.77,237.2,394.4,157.2,0.398,286.5,0.24,0.56,406,0.23,2357,0.21,156322,--------,-------,982,33745,300,429.7,457.7,28,0.061,179.6,0,0.052,646,0.905,18048,0.043,38545,--------,-------,17096,18021,58.5
24,26,Porites,17,Samara,26,20260212.03,02/12/2026,54807,439.5,-0.3,25.3,15.76,197.6,340,142.3,0.419,270.7,0.25,0.58,443,0.24,3778,0.19,179173,--------,-------,1412,34325,300,334.4,362.8,28.4,0.078,160,0.08,0.168,450,0.02,18450,0.812,18489,--------,-------,15397,15459,64.9
25,27,Porites,15,Samara,26,20260212.03,02/12/2026,54834,451.7,-0.3,25.3,15.74,234.2,397.4,163.2,0.411,301.1,0.21,0.57,373,0.24,2402,0.19,134217,--------,-------,963,26562,300,405.3,436.1,30.7,0.07,182.4,0,0.113,596,0.855,17116,0.032,34895,--------,-------,15180,15806,65.9
26,28,Porites,11,Samara,26,20260212.03,02/12/2026,54858,460.2,-0.3,25.3,15.74,273.5,439.7,166.3,0.378,287.9,0.21,0.5,396,0.3,3016,0.2,129971,--------,-------,1366,27271,200,425.5,456.9,31.4,0.069,167.4,0.13,0.18,458,0.013,16077,0.806,16113,--------,-------,13250,13287,75.5
27,31,Porites,14,Samara,26,20260212.03,02/12/2026,54922,630,-0.3,25.3,15.73,151.2,260.8,109.6,0.42,289.9,0.26,0.59,449,0.21,2850,0.2,138255,--------,-------,1067,28343,500,285.3,300.8,15.5,0.052,192.9,0,0.02,561,0.943,17129,0.036,38151,--------,-------,16778,17556,59.6
28,32,Porites,12,Samara,26,20260212.03,02/12/2026,55066,503.2,-0.3,25.4,15.76,258,420.5,162.4,0.386,302.8,0.21,0.55,342,0.26,2438,0.19,107856,--------,-------,1010,21688,0,414.7,445.1,30.5,0.068,203.9,0,0.191,590,0.778,16233,0.031,20167,--------,-------,13142,13357,76.1
29,33,Pocillopora,6,Samara,28,20260212.03,02/12/2026,60228,360.2,-0.3,25.3,15.76,154.2,273.9,119.7,0.437,238,0.31,0.59,468,0.21,2902,0.2,124943,--------,-------,1107,26185,400,262.2,289.8,27.7,0.096,167.8,0.27,0.227,766,0.024,17721,0.749,17723,--------,-------,13776,13871,72.6
30,35,Pocillopora,5,Samara,28,20260212.04,02/12/2026,60331,491,-0.3,25.4,15.69,101.7,170.1,68.4,0.402,205.5,0.4,0.51,386,0.26,2535,0.23,145738,--------,-------,1105,34681,700,164.3,178.3,14.1,0.079,160.7,0.16,0.192,677,0.012,14135,0.796,14190,--------,-------,11563,11593,86.5
31,36,Porites,14,Samara,28,20260212.04,02/12/2026,60375,505.7,-0.3,25.4,15.67,91.6,157.9,66.4,0.42,303.7,0.27,0.57,398,0.23,2596,0.19,129926,--------,-------,1032,25793,700,171.9,187.1,15.2,0.081,174.3,0,0.201,483,0.027,15551,0.772,15578,--------,-------,12452,12535,80.3
32,37,Porites,12,Samara,28,20260212.04,02/12/2026,60415,540.2,-0.3,25.4,15.66,155.9,260,104.1,0.4,274.1,0.25,0.53,331,0.27,2582,0.2,109764,--------,-------,1098,23133,400,257.1,280,22.9,0.082,158.3,0.08,0.21,381,0.015,16886,0.775,16894,--------,-------,13377,13431,74.8
33,38,Pocillopora,4,Samara,28,20260212.04,02/12/2026,60447,415.7,-0.2,25.4,15.65,97,166.9,69.9,0.419,227.4,0.3,0.53,392,0.25,2863,0.21,154576,--------,-------,1193,34152,700,163.8,179.1,15.3,0.086,162.1,0.26,0.165,580,0.822,16525,0.013,16568,--------,-------,13857,13892,72.2
34,39,Pocillopora,2,Samara,28,20260212.04,02/12/2026,60484,580,-0.3,25.4,15.64,138.2,233.4,95.2,0.408,240.8,0.32,0.55,469,0.23,2747,0.22,146649,--------,-------,1138,33113,500,232.3,248.7,16.4,0.066,170.3,0.05,0.179,604,0.805,13774,0.016,13799,--------,-------,11382,11421,87.9
35,40,Pocillopora,1,Samara,28,20260212.04,02/12/2026,60514,377.4,-0.3,25.4,15.64,151.9,259.6,107.7,0.415,264.5,0.26,0.61,390,0.18,2720,0.2,126451,--------,-------,929,26086,500,247.9,272.9,25.1,0.092,171.8,0.19,0.221,682,0.012,17036,0.767,17059,--------,-------,13394,13437,74.7
36,41,Porites,17,Samara,28,20260212.04,02/12/2026,60543,587.4,-0.3,25.5,15.62,203.6,343.2,139.6,0.407,270.2,0.24,0.53,397,0.25,2328,0.22,116373,--------,-------,1014,26555,300,340.6,364.2,23.6,0.065,179.4,0,0.153,523,0.812,16399,0.035,24251,--------,-------,13887,14251,72
37,42,Porites,15,Samara,28,20260212.04,02/12/2026,60574,600.5,-0.3,25.5,15.61,95.8,160.2,64.4,0.402,215.8,0.36,0.57,394,0.21,3057,0.23,172298,--------,-------,1101,40150,700,153.9,167.9,14,0.083,167.8,0.22,0.217,360,0.757,19589,0.026,19589,--------,-------,15309,15422,65.3
38,43,Porites,16,Samara,28,20260212.04,02/12/2026,60597,507.7,-0.2,25.5,15.6,150.3,249.3,99,0.397,263.5,0.27,0.6,402,0.19,3234,0.21,178581,--------,-------,1070,38491,500,246.1,269,22.9,0.085,168.5,0.03,0.245,442,0.017,17641,0.739,17651,--------,-------,13371,13441,74.8
39,44,Porites,11,Samara,28,20260212.04,02/12/2026,60628,375,-0.3,25.5,15.6,202.6,328.5,125.9,0.383,269.5,0.2,0.55,439,0.27,3516,0.18,173495,--------,-------,1446,33232,300,297.2,327.6,30.3,0.093,169.5,0.22,0.238,575,0.011,16071,0.752,16131,--------,-------,12397,12435,80.7
40,45,Pocillopora,3,Samara,28,20260212.05,02/12/2026,60657,521.5,-0.3,25.5,15.59,140.3,237.7,97.4,0.41,221.9,0.34,0.48,422,0.28,2437,0.24,130618,--------,-------,1159,31623,500,240.6,258.1,17.5,0.068,161.2,0.19,0.162,704,0.013,16476,0.825,16503,--------,-------,13911,13945,71.9
41,46,Porites,13,Samara,28,20260212.05,02/12/2026,60681,553.9,-0.3,25.5,15.58,240.2,396.8,156.6,0.395,300.3,0.23,0.57,401,0.22,2644,0.21,140663,--------,-------,1028,30390,200,358.8,385.4,26.6,0.069,179.5,0.21,0.202,370,0.784,15568,0.014,15597,--------,-------,12457,12501,80.3
42,47,Pocillopora,7,Samara,28,20260212.05,02/12/2026,60711,380.1,-0.3,25.6,15.57,98.6,174,75.4,0.433,234.6,0.33,0.59,482,0.19,3570,0.22,169573,--------,-------,1243,38692,700,165.3,181.5,16.2,0.089,182.3,0.37,0.215,467,0.013,16202,0.772,16272,--------,-------,12823,12866,78
43,48,Pocillopora,5,Samara,30,20260212.05,02/12/2026,65494,601.7,-0.2,26.1,15.62,107.5,177.9,70.4,0.396,207.2,0.41,0.52,317,0.25,2316,0.23,160513,--------,-------,969,37454,500,172.3,184.8,12.5,0.068,161.6,0.36,0.146,623,0.845,15470,0.009,15581,--------,-------,13285,13305,75.3
44,49,Pocillopora,6,Samara,30,20260212.05,02/12/2026,65534,380,-0.3,26.1,15.59,124.9,218.7,93.8,0.429,235.1,0.33,0.56,354,0.23,2749,0.21,113613,--------,-------,1061,24694,600,198.7,219.2,20.5,0.093,165.1,0.32,0.217,662,0.015,16690,0.768,16691,--------,-------,13159,13213,76
45,50,Pocillopora,7,Samara,30,20260212.05,02/12/2026,65611,519.9,-0.3,26.1,15.56,85.5,149.5,64,0.428,233.7,0.33,0.53,346,0.25,2119,0.22,100443,--------,-------,924,22807,700,140.1,151.1,11,0.073,172.1,0.19,0.191,518,0.012,14066,0.797,14150,--------,-------,11518,11548,86.8
46,51,Porites,16,Samara,30,20260212.05,02/12/2026,65657,484.1,-0.3,26.1,15.53,217.5,366.3,148.8,0.406,303.8,0.21,0.58,339,0.22,2457,0.2,126874,--------,-------,921,25862,300,363.5,397.6,34.1,0.086,177.9,0.04,0.195,561,0.027,16842,0.778,16845,--------,-------,13583,13671,73.6
47,52,Pocillopora,3,Samara,30,20260212.05,02/12/2026,65704,430.5,-0.3,26.2,15.51,156.1,256.5,100.4,0.391,243.5,0.27,0.53,437,0.23,2889,0.24,135802,--------,-------,1193,33222,500,225.4,242.9,17.5,0.072,184.3,0.36,0.167,646,0.012,16128,0.821,16130,--------,-------,13519,13551,74
48,53,Porites,14,Samara,30,20260212.05,02/12/2026,65742,571.9,-0.3,26.2,15.51,127.2,219.6,92.4,0.421,309.2,0.24,0.62,401,0.18,3123,0.2,119775,--------,-------,1018,25301,500,203.7,221.3,17.6,0.08,225.3,0,0.175,550,0.792,14459,0.033,14490,--------,-------,11943,12028,83.7
49,54,Porites,11,Samara,30,20260212.05,02/12/2026,65776,394,-0.3,26.2,15.51,210.2,353.3,143.1,0.405,261.8,0.18,0.52,354,0.29,2584,0.19,120713,--------,-------,1153,24250,300,301.4,334.2,32.8,0.098,173.1,0.27,0.248,439,0.74,15964,0.012,15968,--------,-------,12065,12110,82.9
50,55,Pocillopora,2,Samara,30,20260212.06,02/12/2026,65815,651.5,-0.3,26.2,15.48,63.7,103.7,39.9,0.385,213.5,0.35,0.5,334,0.26,1988,0.24,158997,--------,-------,895,38726,900,98.3,105.4,7.1,0.067,174.3,0.07,0.222,865,0.014,12670,0.765,12702,--------,-------,10042,10078,99.6
51,56,Porites,12,Samara,30,20260212.06,02/12/2026,65849,457.7,-0.3,26.2,15.47,278.9,474.4,195.5,0.412,316.7,0.23,0.55,348,0.24,2623,0.21,131705,--------,-------,1047,27925,200,454.9,501.1,46.2,0.092,188.5,0,0.232,523,0.028,14829,0.74,14861,--------,-------,11443,11538,87.4
52,57,Pocillopora,1,Samara,30,20260212.06,02/12/2026,65881,392.5,-0.3,26.2,15.47,149.2,239.5,90.3,0.377,262.5,0.23,0.56,384,0.22,2531,0.23,158326,--------,-------,989,36488,500,227.7,249,21.2,0.085,178,0.06,0.258,654,0.012,16705,0.73,16837,--------,-------,12613,12664,79.3
53,58,Porites,17,Samara,30,20260212.06,02/12/2026,65920,488.4,-0.3,26.3,15.45,241.9,411,169,0.411,308.3,0.22,0.55,353,0.23,2500,0.22,122565,--------,-------,999,27650,200,389.6,423.7,34.1,0.081,178.8,0.17,0.19,380,0.012,16012,0.798,16153,--------,-------,13125,13160,76.2
54,59,Porites,15,Samara,30,20260212.06,02/12/2026,65968,566.6,-0.3,26.3,15.44,128.7,222.7,94,0.422,237.8,0.31,0.55,347,0.21,2630,0.24,125268,--------,-------,972,30839,500,231,254.3,23.3,0.092,165.9,0.02,0.224,364,0.758,16155,0.017,16184,--------,-------,12551,12614,79.7
55,60,Porites,13,Samara,30,20260212.06,02/12/2026,66013,479,-0.3,26.3,15.42,236.9,394.3,157.4,0.399,309.7,0.24,0.51,314,0.29,1995,0.21,125452,--------,-------,921,26657,200,362.7,399.3,36.6,0.092,182.1,0.08,0.269,473,0.716,14000,0.016,14014,--------,-------,10309,10366,97
56,61,Pocillopora,4,Samara,30,20260212.06,02/12/2026,66059,343.7,-0.3,26.3,15.42,174.4,294.4,120,0.408,259.5,0.27,0.44,361,0.32,2642,0.24,104334,--------,-------,1309,25891,400,278.3,302.7,24.4,0.081,175,0.2,0.187,588,0.01,14696,0.803,14729,--------,-------,12059,12086,82.9
57,62,Pocillopora,4,Samara,32,20260212.06,02/12/2026,71268,541.2,-0.3,26.8,15.44,23.6,39.2,15.6,0.399,205,0.36,0.49,333,0.26,1882,0.25,133705,--------,-------,864,34695,1300,35.4,38,2.6,0.068,226.8,0,0.305,943,0.68,14290,0.016,14538,--------,-------,10158,10226,98.4
58,63,Pocillopora,5,Samara,32,20260212.06,02/12/2026,71343,439.5,-0.3,26.8,15.4,155.8,260,104.2,0.401,237.8,0.33,0.5,348,0.26,2236,0.24,160453,--------,-------,993,38853,500,236.7,257,20.4,0.079,175.4,0.21,0.19,836,0.799,14887,0.011,15079,--------,-------,12188,12220,82
59,64,Pocillopora,6,Samara,32,20260212.06,02/12/2026,71372,419.5,-0.3,26.8,15.38,94.3,159.5,65.2,0.409,222.6,0.38,0.57,404,0.19,2904,0.23,194322,--------,-------,1031,46431,700,148.5,162.2,13.7,0.084,176.4,0.46,0.19,856,0.014,19149,0.796,19199,--------,-------,15664,15713,63.8
60,65,Pocillopora,7,Samara,32,20260212.07,02/12/2026,71398,449.6,-0.3,26.8,15.38,70.1,121.4,51.3,0.423,228,0.32,0.56,393,0.19,2302,0.25,142540,--------,-------,888,36144,800,107.4,117.6,10.2,0.087,171.7,0.23,0.219,738,0.012,15775,0.769,15827,--------,-------,12478,12517,80.1
61,66,Pocillopora,3,Samara,32,20260212.07,02/12/2026,71439,405.4,-0.3,26.9,15.35,44,74.8,30.8,0.411,225.7,0.29,0.59,411,0.21,3919,0.2,186304,--------,-------,1333,38279,1000,65.2,71.8,6.5,0.091,176.7,0.43,0.177,754,0.798,17918,0.025,18004,--------,-------,14800,14879,67.6
62,67,Porites,14,Samara,32,20260212.07,02/12/2026,71484,536.2,-0.3,26.9,15.34,134.5,236.2,101.7,0.431,338.5,0.22,0.57,367,0.22,2419,0.2,117106,--------,-------,941,24747,500,210.5,229,18.5,0.081,199.9,0,0.173,509,0.803,13805,0.023,19644,--------,-------,11443,11635,87.4
63,68,Porites,12,Samara,32,20260212.07,02/12/2026,71558,521.9,-0.3,26.9,15.32,149.9,252.3,102.3,0.406,278.8,0.24,0.57,344,0.22,2620,0.21,146170,--------,-------,973,31438,500,246.3,270,23.8,0.088,174.5,0.14,0.219,425,0.766,17087,0.015,17150,--------,-------,13381,13436,74.7
64,69,Pocillopora,2,Samara,32,20260212.07,02/12/2026,71596,446.4,-0.3,26.9,15.3,178.1,296,117.9,0.398,266.4,0.26,0.52,378,0.25,2280,0.23,145878,--------,-------,996,34360,400,279.2,304.7,25.6,0.084,170.6,0.11,0.224,794,0.766,13478,0.01,13478,--------,-------,10611,10640,94.2
65,70,Pocillopora,1,Samara,32,20260212.07,02/12/2026,71642,492.3,-0.3,27,15.29,78.5,124.6,46.1,0.37,223,0.32,0.53,359,0.21,1896,0.26,159679,--------,-------,789,42159,800,118.4,129.1,10.7,0.083,168.4,0.26,0.246,501,0.743,15964,0.01,16138,--------,-------,12114,12155,82.5
66,71,Porites,17,Samara,32,20260212.07,02/12/2026,71675,425.6,-0.3,27,15.27,200.7,341.6,140.9,0.412,304.9,0.23,0.57,407,0.21,3094,0.23,130134,--------,-------,1131,30210,300,305.3,338.3,33,0.098,190,0.12,0.215,617,0.768,16728,0.017,16731,--------,-------,13205,13263,75.7
67,72,Porites,11,Samara,32,20260212.07,02/12/2026,71717,494.3,-0.3,27,15.26,133.2,214.3,81,0.378,251.8,0.25,0.48,358,0.3,2909,0.21,175439,--------,-------,1339,38745,500,192,209.5,17.5,0.083,166.8,0.2,0.219,593,0.012,16622,0.77,16634,--------,-------,13085,13126,76.4
68,73,Porites,13,Samara,32,20260212.07,02/12/2026,71759,478.7,-0.3,27,15.24,270.5,447.4,176.9,0.395,315.4,0.22,0.53,320,0.26,2148,0.21,133397,--------,-------,919,28370,200,411.4,452.3,40.9,0.09,190.2,0,0.295,438,0.691,12449,0.014,12476,--------,-------,8858,8909,112.9
69,74,Porites,15,Samara,32,20260212.07,02/12/2026,71810,474.1,-0.3,27,15.23,88,146.6,58.6,0.399,303.1,0.28,0.59,432,0.17,2709,0.24,122800,--------,-------,941,30573,700,138,154.1,16.1,0.104,178.7,0.1,0.286,435,0.7,13574,0.015,13602,--------,-------,9766,9822,102.4
70,75,Porites,16,Samara,32,20260212.08,02/12/2026,71842,552.7,-0.3,27.1,15.24,136.6,230.9,94.3,0.408,267.3,0.27,0.55,310,0.24,2511,0.21,172827,--------,-------,968,37667,500,228.1,250.3,22.1,0.088,181.2,0,0.215,450,0.762,16640,0.022,17756,--------,-------,13073,13177,76.5
71,76,Pocillopora,6,Samara,34,20260212.08,02/12/2026,77264,627,-0.3,27.3,15.3,28.5,45.2,16.7,0.37,207.8,0.37,0.56,334,0.23,2646,0.22,462151,--------,-------,1008,100189,1100,41.7,45.2,3.5,0.078,162.9,0.46,0.285,272,0.707,14919,0.008,17397,--------,-------,10715,10768,93.3
72,77,Pocillopora,4,Samara,34,20260212.08,02/12/2026,77305,518.9,-0.3,27.3,15.27,123.8,190.4,66.6,0.35,277.7,0.17,0.36,260,0.37,1904,0.26,111005,--------,-------,1092,30060,500,173.3,183.8,10.5,0.057,222.2,0,0.215,644,0.763,10341,0.022,10588,--------,-------,8210,8262,121.8
73,78,Pocillopora,5,Samara,34,20260212.08,02/12/2026,77336,621.3,-0.3,27.3,15.26,77.9,123.1,45.2,0.367,206.9,0.37,0.49,343,0.25,2221,0.26,191994,--------,-------,984,50508,800,95.9,103.3,7.4,0.072,186.8,0.35,0.229,443,0.762,12477,0.009,12554,--------,-------,9697,9722,103.1
74,79,Pocillopora,7,Samara,34,20260212.08,02/12/2026,77371,557.9,-0.3,27.3,15.24,48.9,80,31.1,0.389,219.7,0.37,0.56,397,0.23,3230,0.21,152885,--------,-------,1223,32788,1000,64.7,70.5,5.9,0.083,189.1,0.26,0.284,455,0.706,12421,0.01,12481,--------,-------,8989,9024,111.2
75,80,Pocillopora,3,Samara,34,20260212.08,02/12/2026,77419,438.9,-0.3,27.3,15.22,133.9,222.6,88.7,0.398,237.9,0.31,0.53,373,0.21,2631,0.25,165587,--------,-------,1019,42321,500,206.7,231.4,24.7,0.107,193.4,0.1,0.296,721,0.014,12932,0.69,12994,--------,-------,9308,9359,107.4
76,81,Pocillopora,2,Samara,34,20260212.08,02/12/2026,77444,507.8,-0.3,27.3,15.19,127.4,207.7,80.3,0.386,265.2,0.28,0.55,392,0.2,2597,0.24,170426,--------,-------,984,42092,500,194.2,213.3,19.1,0.09,184.5,0.05,0.313,925,0.67,12524,0.016,12545,--------,-------,8831,8892,113.2
77,82,Pocillopora,1,Samara,34,20260212.08,02/12/2026,77472,535.5,-0.3,27.4,15.19,80.4,124.5,44.1,0.354,220.7,0.37,0.6,390,0.13,3110,0.27,208267,--------,-------,889,56692,800,111.6,123,11.4,0.093,175.6,0.3,0.34,615,0.015,14363,0.645,14389,--------,-------,9636,9705,103.8
78,83,Porites,13,Samara,34,20260212.08,02/12/2026,77505,547.6,-0.2,27.4,15.17,251.2,400.5,149.3,0.373,326.6,0.22,0.52,323,0.25,2426,0.23,127107,--------,-------,1011,30192,200,364.3,397.9,33.7,0.085,209.4,0.09,0.389,595,0.595,12764,0.015,12805,--------,-------,7952,8027,125.8
79,84,Porites,11,Samara,34,20260212.08,02/12/2026,77530,477.7,-0.3,27.4,15.16,170.9,268.7,97.7,0.364,265.8,0.18,0.51,352,0.25,2596,0.24,141369,--------,-------,1089,34098,400,252.8,277.7,24.9,0.09,180.5,0.09,0.24,609,0.747,13599,0.013,13612,--------,-------,10445,10487,95.7
80,86,Porites,15,Samara,34,20260212.09,02/12/2026,77618,574.9,-0.3,27.3,15.14,87.9,145.4,57.5,0.396,239.2,0.33,0.56,324,0.19,2973,0.25,162848,--------,-------,1006,40843,700,145.8,161.2,15.4,0.096,175.5,0.1,0.261,416,0.02,14894,0.718,14913,--------,-------,11049,11128,90.5
81,87,Porites,16,Samara,34,20260212.09,02/12/2026,77652,447,-0.3,27.2,15.12,233.9,404.3,170.4,0.421,332.7,0.17,0.57,345,0.21,2795,0.22,91349,--------,-------,995,20957,200,398.7,437.3,38.5,0.088,201,0,0.239,546,0.024,14536,0.737,14568,--------,-------,11133,11216,89.8
82,88,Porites,14,Samara,34,20260212.09,02/12/2026,77696,477.3,-0.3,27.3,15.11,231.1,390.8,159.7,0.409,339.1,0.2,0.55,325,0.23,2481,0.22,113650,--------,-------,968,25669,200,373.7,409.5,35.7,0.087,200.9,0.07,0.281,484,0.013,11828,0.706,11831,--------,-------,8596,8638,116.3
83,89,Porites,12,Samara,34,20260212.09,02/12/2026,77725,378.4,-0.3,27.3,15.11,285.3,478.6,193.3,0.404,357.5,0.15,0.5,338,0.28,2846,0.22,112179,--------,-------,1241,25983,0,465.8,508.5,42.7,0.084,221,0,0.267,598,0.014,13127,0.718,13158,--------,-------,9750,9798,102.6
